BHARTI AIRTEL LIMITED 

PAN India 

Call Details of Mobile No '9714499703' from '01-Jun-2025' to '05-Jun-2026' 

Target No,Call Type,TOC,B Party No,LRN No,LRN TSP-LSA,Date,Time,Dur(s),First CGI Lat/Long,First CGI,Last CGI Lat/Long,Last CGI,SMSC No,Service Type,IMEI,IMSI,Call Fow No,Roam Nw,SW & MSC ID,IN TG,OUT TG,Vowifi First UE IP,Port1,Vowifi Last UE IP,Port2
'9714499703',SMT,Post,'AD-Airtel-S',,-,'16/04/2026',19:36:29,0,21.21876/72.89545,404-98-8307-240911205,,---,'919892341012',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMO,Post,'52263',,-,'16/04/2026',19:36:30,0,21.21876/72.89545,404-98-8307-240911205,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'JM-YESBNK-S',,-,'16/04/2026',19:36:31,0,21.21876/72.89545,404-98-8307-240911205,,---,'917021075015',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'AD-Airtel-S',,-,'16/04/2026',19:36:35,0,21.21876/72.89545,404-98-8307-240911205,,---,'919892341012',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMT,Post,'JD-YESBNK-S',,-,'16/04/2026',19:36:36,0,21.21876/72.89545,404-98-8307-240911205,,---,'917011075093',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',SMO,Post,'52263',,-,'16/04/2026',19:36:36,0,21.21876/72.89545,404-98-8307-240911205,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081890',,,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'16/04/2026',19:44:57,41,21.21876/72.89545,404-98-8307-240911215,21.21876/72.89545,404-98-8307-240911106,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'16/04/2026',20:00:14,42,21.23121/72.89262,404-98-8307-241910384,21.23121/72.89262,404-98-8307-241910353,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'16/04/2026',21:47:35,110,21.29669/72.8915,404-98-8331-230711560,21.29198/72.87794,404-98-8331-241631233,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'16/04/2026',21:54:17,38,21.29669/72.8915,404-98-8331-230711560,21.29669/72.8915,404-98-8331-230711560,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',10.57.101.149,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'7861987040',2728,AIR-GJ,'16/04/2026',22:10:41,15,21.29669/72.8915,404-98-8331-230711654,21.29051/72.89434,404-98-8331-232984148,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081890',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'17/04/2026',09:39:07,31,21.29669/72.8915,404-98-8331-230711665,21.29669/72.8915,404-98-8331-230711560,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',OUT,Post,'9662872755',2728,AIR-GJ,'17/04/2026',10:09:50,40,21.23278/72.90395,404-98-8307-242089223,21.23278/72.90395,404-98-8307-242089219,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'17/04/2026',12:18:36,25,21.19246/72.84359,404-98-8417-231174602,21.19246/72.84359,404-98-8417-231174483,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'17/04/2026',12:54:32,19,21.18613/72.90936,404-98-8330-235954440,21.18613/72.90936,404-98-8330-235954440,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',OUT,Post,'8238645407',3088,RJIL-GJ,'17/04/2026',12:56:51,41,21.18613/72.90936,404-98-8330-235954438,21.18613/72.90936,404-98-8330-235954438,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',IN,Post,'9737327114',3088,RJIL-GJ,'17/04/2026',13:27:48,132,21.18613/72.90936,404-98-8330-235954440,21.18613/72.90936,404-98-8330-235954438,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'7202893740',3067,IDEA-GJ,'17/04/2026',14:35:00,173,21.18613/72.90936,404-98-8330-235954438,21.18613/72.90936,404-98-8330-235954438,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'17/04/2026',15:48:03,17,21.21391/72.88892,404-98-8330-231408229,21.21391/72.88892,404-98-8330-231408209,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',IN,Post,'8401382222',3576,AIR-GJ,'17/04/2026',16:20:45,145,21.23121/72.89262,404-98-8307-241910273,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'17/04/2026',16:29:16,18,21.23121/72.89262,404-98-8307-241910373,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'17/04/2026',18:11:14,30,21.23121/72.89262,404-98-8307-241910273,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'17/04/2026',18:38:52,51,21.22852/72.89744,404-98-8307-240847729,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',IN,Post,'7202893740',3067,IDEA-GJ,'17/04/2026',19:42:14,122,21.23121/72.89262,404-98-8307-241910273,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'VD-DCBBNK-S',,-,'17/04/2026',20:05:51,0,21.23121/72.89262,404-98-8307-241910373,,---,'919811002444',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'17/04/2026',20:29:17,12,21.29198/72.87794,404-98-8331-241631334,21.29198/72.87794,404-98-8331-241631314,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'9638822152',4106,VODA-GJ,'17/04/2026',21:14:51,196,21.29669/72.8915,404-98-8331-230711560,21.29198/72.87794,404-98-8331-241631233,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'18/04/2026',09:40:47,55,21.29669/72.8915,404-98-8331-230711560,21.29669/72.8915,404-98-8331-230711635,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.55.253.48,,,,
'9714499703',IN,Post,'8849946676',3088,RJIL-GJ,'18/04/2026',09:41:56,24,21.29669/72.8915,404-98-8331-230711635,21.29198/72.87794,404-98-8331-241631313,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.57.101.20,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'18/04/2026',10:26:22,63,21.29669/72.8915,404-98-8331-230711635,21.29198/72.87794,404-98-8331-241631313,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128165664',3088,RJIL-GJ,'18/04/2026',10:49:22,33,21.29513/72.90194,404-98-8331-236724050,21.29513/72.90194,404-98-8331-236723974,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.50.180,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'18/04/2026',10:58:06,26,21.29669/72.8915,404-98-8331-230711634,21.29669/72.8915,404-98-8331-230711560,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.5.62.236,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'18/04/2026',11:13:34,127,21.29669/72.8915,404-98-8331-230711560,21.29198/72.87794,404-98-8331-241631233,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'18/04/2026',11:19:05,66,21.29669/72.8915,404-98-8331-230711560,21.29198/72.87794,404-98-8331-241631233,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'18/04/2026',11:56:40,26,21.25468/72.88564,404-98-8307-236924680,21.25468/72.88564,404-98-8307-236924678,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9737327114',3088,RJIL-GJ,'18/04/2026',11:57:42,74,21.25468/72.88564,404-98-8307-236924784,21.25468/72.88564,404-98-8307-236924679,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'18/04/2026',12:05:37,79,21.21691/72.89565,404-98-8307-233362184,21.21691/72.89565,404-98-8307-233362182,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'18/04/2026',12:08:43,32,21.21691/72.89565,404-98-8307-233362278,21.21691/72.89565,404-98-8307-233362278,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',SMT,Post,'AD-ARWINF-P',,-,'18/04/2026',14:04:15,0,21.18613/72.90936,404-98-8330-235954440,,---,'919840011981',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'18/04/2026',14:43:45,51,21.18613/72.90936,404-98-8330-235954533,21.18613/72.90936,404-98-8330-235954438,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'9999941894',3088,RJIL-GJ,'18/04/2026',15:13:03,28,21.18613/72.90936,404-98-8330-235954438,21.18613/72.90936,404-98-8330-235954438,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'AX-ADHAAR-S',,-,'18/04/2026',16:13:22,0,21.20955/72.86458,404-98-8222-236807025,,---,'919892958696',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'18/04/2026',16:13:38,25,21.20955/72.86458,404-98-8222-236806914,21.20955/72.86458,404-98-8222-236806914,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.57.101.149,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'18/04/2026',17:05:29,14,21.1993/72.86828,404-98-8330-236587121,21.20229/72.86801,404-98-8330-241106259,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.92.26.67,,,,
'9714499703',OUT,Post,'8849946676',3088,RJIL-GJ,'18/04/2026',17:06:05,30,21.1993/72.86828,404-98-8330-236587111,21.1993/72.86828,404-98-8330-236587015,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc857.mcc405.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'18/04/2026',17:15:54,15,21.20713/72.89108,404-98-8330-230521446,21.20713/72.89108,404-98-8330-230521346,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',OUT,Post,'8128778750',4106,VODA-GJ,'18/04/2026',17:27:11,9,21.22852/72.89744,404-98-8307-240847729,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'8401382222',3576,AIR-GJ,'18/04/2026',18:56:18,86,21.23121/72.89262,404-98-8307-241910273,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'JM-JIOPBS-S',,-,'18/04/2026',19:53:03,0,21.29327/72.88987,404-98-8331-221532680,,---,'917021075015',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMO,Post,'8928222373',3105,RJIL-MU,'18/04/2026',19:57:04,0,21.29669/72.8915,404-98-8331-230711665,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',DSM,Post,'8928222373',3105,RJIL-MU,'18/04/2026',19:57:09,0,21.29669/72.8915,404-98-8331-230711665,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'JZ-JIOPBL',,-,'18/04/2026',19:57:10,0,21.29669/72.8915,404-98-8331-230711665,,---,'917020075033',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',IN,Post,'7202893740',3067,IDEA-GJ,'18/04/2026',20:50:29,121,21.29669/72.8915,404-98-8331-230711560,21.29198/72.87794,404-98-8331-241631233,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9999941894',3088,RJIL-GJ,'18/04/2026',20:59:41,21,21.29669/72.8915,404-98-8331-230711655,21.29198/72.87794,404-98-8331-241631233,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,,,,,
'9714499703',IN,Post,'8401382222',3576,AIR-GJ,'18/04/2026',21:13:47,309,21.29051/72.89434,404-98-8331-232984065,21.29051/72.89434,404-98-8331-232984065,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'18/04/2026',21:38:18,78,21.29051/72.89434,404-98-8331-232984085,21.29051/72.89434,404-98-8331-232984145,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'8401382222',3576,AIR-GJ,'18/04/2026',21:56:45,135,21.29051/72.89434,404-98-8331-232984085,21.29051/72.89434,404-98-8331-232984145,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',01:18:12,0,21.29669/72.8915,404-98-8331-230711655,,---,'919810051688',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMO,Post,'52263',,-,'19/04/2026',01:18:14,0,21.29669/72.8915,404-98-8331-230711655,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',01:18:25,0,21.29669/72.8915,404-98-8331-230711560,,---,'919810051688',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMO,Post,'52263',,-,'19/04/2026',01:18:26,0,21.29669/72.8915,404-98-8331-230711560,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',01:18:37,0,21.29669/72.8915,404-98-8331-230711560,,---,'919831029344',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMO,Post,'52263',,-,'19/04/2026',01:18:38,0,21.29669/72.8915,404-98-8331-230711560,,---,'919892048351',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',IN,Post,'8758237575',2728,AIR-GJ,'19/04/2026',10:03:44,23,21.29669/72.8915,404-98-8331-230711560,21.29198/72.87794,404-98-8331-241631233,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'8758237575',2728,AIR-GJ,'19/04/2026',11:20:13,11,21.23121/72.89262,404-98-8307-241910373,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc098.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9638822152',4106,VODA-GJ,'19/04/2026',11:20:38,17,21.23121/72.89262,404-98-8307-241910373,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',IN,Post,'8128778750',4106,VODA-GJ,'19/04/2026',11:23:19,15,21.23121/72.89262,404-98-8307-241910273,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.57.101.148,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',IN,Post,'9909321002',3088,RJIL-GJ,'19/04/2026',11:23:45,29,21.23121/72.89262,404-98-8307-241910273,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',10.57.101.21,ims.mnc092.mcc404.3gppnetwork.org,,,,
'9714499703',OUT,Post,'9824449525',3088,RJIL-GJ,'19/04/2026',11:25:03,14,21.23121/72.89262,404-98-8307-241910373,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,172.24.9.78,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:26:19,0,21.22852/72.89744,404-98-8307-240847729,,---,'919810051688',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:26:31,0,21.22852/72.89744,404-98-8307-240847729,,---,'919810051688',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:26:43,0,21.22852/72.89744,404-98-8307-240847729,,---,'919892341012',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:26:44,0,21.22852/72.89744,404-98-8307-240847729,,---,'919892341012',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:26:55,0,21.22852/72.89744,404-98-8307-240847729,,---,'919810051688',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:26:57,0,21.22852/72.89744,404-98-8307-240847729,,---,'919810051688',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:26:58,0,21.22852/72.89744,404-98-8307-240847729,,---,'919810051688',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:27:07,0,21.22852/72.89744,404-98-8307-240847729,,---,'919831029344',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:27:08,0,21.22852/72.89744,404-98-8307-240847729,,---,'919831029344',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:27:09,0,21.22852/72.89744,404-98-8307-240847729,,---,'919831029344',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:27:20,0,21.22852/72.89744,404-98-8307-240847729,,---,'919845060893',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:27:21,0,21.22852/72.89744,404-98-8307-240847729,,---,'919845060893',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:27:22,0,21.22852/72.89744,404-98-8307-240847729,,---,'919845060893',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:27:31,0,21.22852/72.89744,404-98-8307-240847729,,---,'919845060893',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:27:33,0,21.22852/72.89744,404-98-8307-240847729,,---,'919845060893',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:27:43,0,21.22852/72.89744,404-98-8307-240847729,,---,'919840011991',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:27:54,0,21.22852/72.89744,404-98-8307-240847729,,---,'919840011991',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'52263',,-,'19/04/2026',11:28:06,0,21.22852/72.89744,404-98-8307-240847729,,---,'919892341012',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VM-CANBNK-S',,-,'19/04/2026',11:40:15,0,21.22852/72.89744,404-98-8307-240847729,,---,'919702000556',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VK-CANBNK-S',,-,'19/04/2026',11:42:33,0,21.22788/72.89142,404-98-8307-240836198,,---,'919830000187',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',SMT,Post,'VA-CANBNK-S',,-,'19/04/2026',11:47:37,0,21.23121/72.89262,404-98-8307-241910373,,---,'919885705603',SMS,'866588055801530','404980531580367',-,AIR GJ,'9898081996',,,,,,
'9714499703',OUT,Post,'9999941894',3088,RJIL-GJ,'19/04/2026',11:48:36,8,21.23121/72.89262,404-98-8307-241910373,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,10.55.253.48,,,,
'9714499703',IN,Post,'8758237575',2728,AIR-GJ,'19/04/2026',12:25:13,15,21.23121/72.89262,404-98-8307-241910273,21.23121/72.89262,404-98-8307-241910273,'-',Voice,'866588055801530','404980531580367',-,AIR GJ,'9898081996',ims.mnc092.mcc404.3gppnetwork.org,ims.mnc092.mcc404.3gppnetwork.org,,,,
